productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
4,0,1619.7189913125324,55,1,12,5,1
3,4,1023.173547664072,50,0,13,3,0
1,0,2357.1356892237263,29,1,10,2,0
4,1,1872.005226479973,56,1,8,3,1
1,1,2856.244335724057,33,0,10,3,0
2,3,1518.775128003837,54,0,3,1,0
2,2,2239.536320949276,54,1,10,5,1
4,2,2809.66266496945,30,0,8,4,0
1,4,317.9471094400876,27,1,7,3,0
3,2,1724.0225908763264,69,1,17,1,1
4,2,2285.4910047730086,33,0,15,3,0
0,1,2653.1732909926072,30,0,5,1,0
1,0,1598.3669310654504,63,0,6,5,1
0,2,1469.1517626971452,26,0,8,3,0
0,4,674.22012801975,49,1,4,1,1
0,4,523.5317239219964,24,1,2,4,1
0,2,1919.582592925376,65,1,14,5,1
0,0,306.06380846251847,49,0,5,4,1
3,4,1575.3246159183366,40,0,7,3,0
0,0,533.7320931252565,51,1,1,2,1
0,1,2584.7411181335624,63,0,19,1,0
0,3,1587.5038614278178,42,0,10,2,0
4,4,1024.4839401587458,33,1,1,1,1
0,0,1615.2632473788478,63,1,8,5,1
0,1,126.70677516546196,45,0,8,5,1
0,4,167.88112019648702,45,0,7,4,1
1,2,2761.788566712002,26,1,7,5,1
4,1,1653.185531931932,31,1,14,1,1
0,3,837.7626831130987,44,0,16,5,1
0,0,2151.2428676001914,41,0,12,4,1
2,3,1789.375107764772,54,1,18,4,1
3,1,2401.3389384629672,51,1,9,2,1
0,3,121.0670728966288,58,0,11,1,0
4,3,622.2172548516365,45,1,2,1,1
1,1,2744.040926745781,33,0,19,1,0
0,3,584.5843941057724,21,0,16,4,0
1,2,2420.109852328814,18,0,8,5,0
1,2,1118.9318523921936,61,1,4,5,1
2,0,903.584241768327,68,0,8,2,0
1,4,2971.221828980759,34,1,19,5,1
2,2,2772.174965525605,37,0,15,3,0
4,0,973.2698092330284,31,1,15,5,1
1,2,692.5786104876516,38,1,4,1,1
3,4,123.40897045905388,29,1,8,2,0
0,3,2806.5863246844465,63,0,1,5,1
3,1,2406.9189849797144,20,1,3,2,0
1,2,2563.3065366287847,43,1,11,1,1
1,2,2264.5380617122373,39,1,1,1,1
0,3,2934.348919298654,35,1,16,2,1
4,2,1533.7395312974058,60,0,10,5,1
4,0,138.20574191856556,62,0,16,1,0
1,1,1958.880146204148,23,0,3,3,0
3,0,445.7918972783198,62,0,3,2,0
4,4,2443.1105357232777,47,1,11,5,1
1,1,2493.639700380057,37,0,12,5,1
2,1,1372.036316914924,48,1,10,3,1
1,3,1139.9962593169887,54,0,10,4,1
3,4,1650.134064090313,41,0,4,3,0
2,4,1168.2232919451997,67,1,19,4,1
3,4,730.7663738500731,23,0,8,3,0
1,3,701.6428661139004,69,0,3,2,0
1,2,188.3137833238173,18,1,19,4,1
3,4,280.5756424072004,37,1,4,1,1
1,3,2384.681679652931,27,0,6,2,0
0,0,621.9853507072465,43,1,18,3,1
4,0,1175.0254109068212,29,0,14,2,0
2,3,863.243984786752,60,0,4,2,0
2,2,262.50615975442,52,0,13,4,1
2,0,1447.1953604153766,33,1,10,5,1
4,4,1192.758768776563,65,0,11,3,0
4,2,933.459353920368,21,1,7,3,0
4,4,434.7299874096356,63,0,14,5,1
2,2,963.442741907085,50,1,4,5,1
4,2,366.4699894140956,21,1,7,4,1
0,2,2334.501111285054,48,0,6,2,0
3,2,2302.92283905338,18,0,6,2,0
4,4,2329.3941360036683,34,0,3,1,0
3,1,603.0465638861774,51,0,4,2,0
0,4,742.4310068784679,32,1,7,4,1
0,4,1790.4672031947357,69,0,1,5,1
1,4,1396.8844296063332,65,0,14,5,1
3,0,625.2136013677627,51,0,10,5,1
1,2,1643.371163689996,43,0,12,3,0
4,3,2117.098343892457,56,1,1,2,1
2,3,1199.627939700424,67,1,2,1,1
0,4,943.9954240099734,23,1,17,5,1
4,0,1994.0529800173265,63,1,12,3,1
0,1,1193.0902215084498,22,0,10,3,0
0,3,2357.5880286932943,60,0,3,3,0
3,0,1149.4278051808126,60,0,13,2,0
2,3,1943.108043071709,26,0,2,2,0
4,3,546.9005539565394,51,0,6,5,1
2,0,2201.6291200720166,48,1,19,4,1
1,0,1845.2556530291108,63,1,8,4,1
3,2,2005.741843366428,66,0,16,4,1
2,1,2464.010148607299,64,1,7,5,1
2,0,776.3304649827161,43,1,19,3,1
0,2,1159.0257226784242,50,0,8,4,1
0,3,1079.4278118754671,64,0,13,2,0
1,1,1428.941458361884,42,1,9,2,1
3,2,2195.667968329297,39,1,4,4,1
3,4,2040.85773312284,20,0,17,4,0
1,0,596.3719771942292,63,0,8,1,0
0,2,2115.9600484174907,31,1,14,5,1
1,4,495.211511580349,37,0,8,1,0
2,3,865.368898656449,44,1,7,1,1
3,2,1746.8589009500656,59,0,1,5,1
2,1,417.8078237618022,47,0,8,4,1
4,1,878.6607771227608,35,1,12,1,1
4,0,2871.3899647980006,63,0,5,3,0
1,0,2014.1668384163384,27,1,13,3,0
2,2,1411.0542606980266,26,1,3,3,0
2,2,1893.3324844438448,37,1,4,1,1
0,3,814.78623937459,65,0,12,2,0
3,2,1012.1238159951268,37,1,16,5,1
2,0,2525.227506579265,47,0,7,5,1
1,1,1669.7491991570168,20,0,4,3,0
0,2,461.94931205407113,19,0,2,2,0
4,1,960.5400381046426,31,0,3,5,1
4,1,1130.8219028288,52,0,15,1,0
1,3,2856.8960486829983,30,0,1,1,0
0,4,2575.501090949293,62,1,13,4,1
2,3,2958.834478622364,40,0,19,3,0
1,4,2896.385702147614,58,1,12,4,1
0,2,657.0504851713699,40,1,15,5,1
2,2,2364.894043890786,65,0,18,2,0
0,4,174.0961201430231,32,1,8,4,1
3,2,1397.6239054824932,65,0,4,1,0
3,2,2193.2423567217465,60,1,15,1,1
3,2,284.49605756733195,57,0,14,4,1
0,1,2162.989928159456,52,0,14,5,1
0,2,2069.087412283243,69,0,12,4,1
4,4,1912.488112524181,33,0,12,4,1
0,0,2527.976106091787,23,0,14,1,0
0,3,2714.0631128332698,24,0,14,2,0
1,0,693.0721270659614,60,0,8,4,1
0,2,1372.31192477208,39,0,16,4,1
1,2,1492.9971443837685,56,0,3,3,0
0,0,1430.2379408298298,19,1,19,2,0
4,3,2914.999586008781,51,1,19,4,1
4,3,1324.1998329924163,45,0,4,4,1
2,4,1794.6428007491922,63,1,9,3,1
2,2,2237.7803844168693,23,0,11,4,0
3,3,1551.8322373077292,61,0,2,1,0
1,0,726.3615308819624,22,1,10,5,1
3,4,492.6674461565046,62,0,13,4,1
4,1,981.6404001065184,20,0,19,2,0
1,2,2103.023994658396,27,1,4,3,0
2,0,1002.57874640946,46,0,9,1,0
3,4,984.6574626539038,57,0,3,1,0
1,1,2023.2028506585536,38,0,9,1,0
1,1,1918.608626998202,40,0,17,5,1
3,4,2193.326496775498,50,1,7,1,1
4,2,156.55395402394433,64,0,15,5,1
0,3,2686.217424624838,54,0,13,3,0
0,0,572.8638446479192,18,1,13,2,0
0,1,2728.8584073170546,54,1,6,1,1
3,0,1588.7704911596586,30,1,18,3,0
0,1,643.4093904712769,20,0,5,2,0
0,0,623.6837099362479,23,1,19,1,0
3,1,2903.0874426001665,24,1,16,1,0
0,3,2327.918888937055,45,0,19,5,1
3,0,2193.8467260902967,21,1,5,3,0
1,3,1808.3025057823183,66,0,5,2,0
4,0,2835.810319664299,26,0,7,5,0
0,0,2923.166549287084,39,1,14,2,1
0,3,2802.623772187438,55,1,4,5,1
1,0,2690.1723343150725,67,0,14,3,0
1,3,2204.037392474621,36,0,17,5,1
1,4,1368.8386698579325,36,1,16,2,1
4,3,605.8415550049963,22,1,19,1,0
1,4,1942.9799238604412,28,0,8,2,0
2,1,1352.1409609185469,22,0,12,3,0
3,2,348.1904650618634,69,0,15,3,0
3,2,1601.6051087233088,19,0,11,2,0
0,4,1096.811741198789,19,0,11,3,0
2,1,2655.443414589237,21,0,13,3,0
1,2,2973.7268598852684,32,1,11,1,1
0,2,2380.435338488083,60,0,19,2,0
4,1,636.8900731111976,42,1,14,4,1
0,4,777.7615068240171,66,1,7,3,1
2,1,134.01468489800644,66,1,13,1,1
4,1,428.9957435218934,18,0,15,4,0
2,3,821.6979683582384,37,0,4,2,0
4,1,193.54691606632036,55,0,8,3,0
2,0,2130.3631538755462,19,1,10,5,1
1,2,1682.0024262301486,42,0,5,4,1
1,3,825.7585675778981,59,0,18,2,0
4,1,2365.9051521771,28,1,17,5,1
4,4,971.2657999237408,24,0,3,3,0
3,4,1422.7295752156629,33,0,9,2,0
0,2,785.6046982065113,57,0,6,3,0
2,4,1604.815545356391,49,1,19,5,1
4,2,1091.974245107344,54,0,17,3,0
0,1,1935.932251138733,44,1,2,2,1
2,0,1086.3880634429388,29,1,12,2,0
2,2,2553.921730624404,36,0,5,5,1
2,2,2429.6656776789155,53,0,9,1,0
1,2,995.7025943407898,18,0,15,1,0
4,3,1180.6579772500502,47,1,15,5,1
3,4,1437.593192175478,53,1,2,5,1
3,1,2082.2676195429917,61,1,19,2,1
1,4,2884.756730392261,56,0,3,2,0
4,0,2899.557670114243,61,0,11,5,1
0,3,2744.778247590754,31,0,17,4,1
0,0,710.5639556755693,48,0,8,2,0
1,3,2270.8443587232755,29,1,6,4,1
3,4,160.66362772245088,42,0,7,2,0
2,3,2001.3342239665692,50,1,2,1,1
3,3,2311.030264231402,25,0,8,1,0
1,0,1666.727618167595,18,1,12,3,0
4,4,1065.3223720653282,31,0,18,2,0
2,0,732.9059146585107,21,0,5,4,0
4,3,2364.386454890622,43,0,16,2,0
1,4,1839.5554895519128,36,0,7,1,0
1,4,1706.758817418636,61,0,14,2,0
2,2,2163.2982078929067,29,0,5,3,0
2,1,1506.3950681463978,52,0,13,3,0
1,0,1622.1778340248052,22,1,7,5,1
3,0,548.5547144250365,44,0,12,4,1
4,4,1731.655610192806,46,0,14,4,1
2,0,904.3877120745856,56,1,7,5,1
0,0,177.43996158010498,21,0,19,4,0
2,0,1506.1805780646375,48,0,2,1,0
1,1,2169.1592416611315,69,1,5,1,1
3,4,508.9536855017266,37,1,5,1,1
3,0,1656.0810782099488,68,0,9,2,0
4,3,2622.3436132926736,46,0,16,1,0
1,0,1670.212437819039,67,0,10,4,1
4,0,2747.512521284403,67,0,5,2,0
3,0,2772.9837019517418,29,1,17,5,1
3,4,1652.6708826152894,47,1,14,4,1
2,4,259.9351750042284,34,1,18,2,1
3,3,948.316773856861,27,1,10,4,1
3,3,1672.483269556065,46,1,15,1,1
2,3,2374.4431386524097,54,1,13,3,1
4,2,557.0845696283848,26,0,19,3,0
0,0,263.8814782820175,64,1,13,1,1
0,0,2445.806344938725,38,0,17,1,0
1,1,764.4397149096578,50,0,13,2,0
3,3,1017.5450759696872,22,0,11,3,0
0,0,767.8908417651915,66,0,15,1,0
2,2,916.7078551736672,34,0,16,5,1
1,4,1903.333113223713,58,1,14,3,1
0,1,1622.591281498209,43,0,6,5,1
2,2,1716.0237050298324,38,0,18,5,1
1,4,1940.4168652185256,68,0,8,3,0
2,2,2274.7559934632973,19,1,14,5,1
0,4,1377.3222980254925,52,1,5,5,1
1,3,1983.6819485510312,25,1,19,5,1
0,1,1500.9745091049572,67,1,4,2,1
3,0,2766.429195521464,32,0,8,3,0
4,3,1172.640438132975,41,1,15,2,1
2,1,691.6141957427783,54,0,7,1,0
3,4,685.8900148718301,52,0,8,1,0
1,1,761.2450272414743,18,1,3,5,1
0,1,1784.5709809056611,68,1,3,2,1
4,2,601.1153485093048,24,0,14,1,0
1,3,674.7222090004356,56,1,1,5,1
4,1,1115.5826395724207,50,0,3,4,1
4,0,1153.7824629295926,38,0,10,2,0
1,1,182.9878979586044,30,1,8,1,0
0,4,1423.519218848026,43,0,1,1,0
2,4,396.018245001765,41,1,9,1,1
0,2,2894.156049590455,23,1,1,3,0
0,3,1544.9011424235034,64,0,1,5,1
0,4,1141.8913131653535,61,1,6,2,1
2,0,1890.6570572083367,60,1,9,4,1
4,0,944.0395021843602,31,0,9,5,1
3,0,518.3847136688485,51,1,7,2,1
1,3,1848.523427370188,33,0,6,5,1
0,4,442.6441590617604,28,1,5,1,0
2,1,2765.8301127806285,54,0,14,3,0
1,4,2698.042410763466,31,1,14,5,1
4,3,1250.0659498476998,20,1,16,3,0
0,1,2894.8019918646223,62,0,4,5,1
3,3,1340.7950743675176,28,1,8,1,0
3,4,1843.7917660266176,39,0,18,1,0
4,3,1928.149179513084,50,0,17,5,1
1,4,400.1079240537776,20,0,2,5,0
4,2,193.14096961177796,43,1,17,5,1
0,1,1015.0008160261518,59,1,4,2,1
2,2,1353.4048223441027,49,1,18,4,1
0,4,1225.7075325607193,60,0,18,1,0
1,2,621.992675068948,45,1,11,3,1
2,3,1847.732562607284,66,0,18,5,1
4,0,2442.0131408467105,28,1,6,3,0
2,2,2034.8381370713216,51,1,1,5,1
2,3,2345.1022980086973,52,0,3,2,0
0,4,849.6193471563861,30,1,13,3,0
0,3,2447.0264559711136,59,0,14,5,1
2,0,2811.0586786983763,69,0,17,5,1
2,3,1504.3299992232903,69,0,14,1,0
1,2,1905.0254699589875,69,0,11,2,0
0,3,299.2493445798294,56,1,1,2,1
4,2,2271.81276794817,35,0,19,5,1
3,4,2261.2696772277104,55,1,1,4,1
1,1,2873.8857446350275,42,1,19,1,1
0,3,2712.606266236045,65,0,16,5,1
4,1,2523.8827527304406,47,1,18,3,1
0,4,1376.9653388641934,37,0,2,5,1
0,2,1640.209213705847,64,0,1,5,1
1,2,405.8048442670731,38,0,13,2,0
0,0,2882.734648989419,57,1,9,4,1
4,1,467.8564993001399,34,1,13,2,1
1,3,2991.7320098258456,20,0,6,2,0
4,4,2548.988311513206,64,0,11,4,1
2,4,1047.475714203341,49,1,15,3,1
3,0,994.9794343294784,66,1,2,2,1
3,2,1647.2313463435223,66,1,3,5,1
4,1,2591.117759096201,29,1,1,3,0
4,3,579.8661341453569,25,1,16,2,0
3,1,600.3446335388195,61,1,3,3,1
4,1,1408.725559358786,43,1,2,5,1
0,4,673.5499330594075,56,0,12,3,0
1,3,2090.2348387254624,44,1,19,5,1
3,1,1581.0178904573086,58,1,4,1,1
1,2,826.9906171562261,36,1,10,4,1
0,4,1956.4847895427572,58,0,11,1,0
1,1,2706.6388270186308,59,0,8,5,1
4,3,2235.5812765608607,28,1,11,5,1
4,0,2201.9181089800213,59,1,3,5,1
4,0,273.0532654810883,49,1,4,5,1
0,3,485.4926684150119,18,0,12,3,0
0,2,144.07551765492042,36,1,2,3,1
2,1,626.9698256427432,26,1,5,3,0
4,1,739.9528155082944,40,0,8,3,0
2,4,484.7970154367657,32,0,15,4,1
4,4,2808.69411501279,60,1,6,4,1
1,1,2108.682440831656,33,1,10,3,1
2,2,1720.5102495054628,47,0,3,2,0
0,0,1582.8836218286272,44,0,13,4,1
4,1,1963.2783694752263,63,0,3,3,0
3,1,658.7986782573997,22,1,12,2,0
1,1,2400.057019255318,47,0,16,1,0
0,1,212.2057520557525,37,0,14,2,0
2,0,937.6183922490674,57,0,13,3,0
3,3,1008.3055545188512,24,1,6,4,1
0,4,1121.1641957012152,69,0,11,4,1
1,3,743.5433622764953,19,0,17,4,0
3,2,2620.361114100248,64,1,9,3,1
1,4,2992.06670933612,38,1,15,2,1
1,4,2596.547871702979,23,1,12,1,0
2,4,931.6420497611332,43,1,2,3,1
4,3,2328.1462883623544,54,0,11,1,0
3,0,2956.4078204004613,45,0,13,3,0
1,4,2047.978621518866,20,1,7,3,0
2,4,332.2902363821556,54,0,8,3,0
2,4,109.647009944348,33,1,11,4,1
3,2,2940.413813195684,29,1,7,3,0
2,3,977.1680823381683,23,0,8,4,0
3,0,655.9131780832163,23,0,2,1,0
0,2,1905.577335431996,24,1,6,2,0
0,1,789.8305971581202,21,1,4,5,1
4,1,1330.7107793258554,32,1,1,2,1
4,1,444.99132437679725,46,0,18,4,1
4,0,1504.0727823753075,19,1,5,3,0
4,3,414.7915541771442,47,1,10,4,1
4,3,556.9726149512842,44,0,13,2,0
1,1,1602.629358558362,57,1,5,4,1
3,3,406.9191003302724,49,1,12,2,1
3,1,2217.123895596283,55,0,3,2,0
1,3,2084.2849003303354,61,0,9,5,1
3,4,391.9863373218214,54,1,9,1,1
2,4,1925.4267980294865,23,1,9,1,0
0,2,2017.603293733022,51,0,1,1,0
4,3,1224.2791769449518,62,0,3,4,1
2,2,1841.4018984501477,30,1,15,5,1
3,4,802.3882285676802,53,1,7,1,1
0,1,1323.423452292431,40,1,12,2,1
4,2,1475.8386005782772,62,0,1,5,1
2,3,485.8830500365286,40,0,4,1,0
4,1,2896.9217334469704,31,1,15,2,1
2,1,2906.298446591348,46,1,9,3,1
4,3,2405.3687581308336,58,1,8,2,1
1,3,2369.0001667418715,27,0,19,2,0
0,1,1931.805793038903,40,0,7,5,1
4,3,1022.717683297976,40,0,5,1,0
2,1,1963.86089263792,54,0,14,2,0
1,1,2654.67552955796,32,1,10,1,1
4,2,956.2357561970967,31,0,3,2,0
0,4,2835.912218035785,32,0,15,3,0
1,1,1243.1177611980495,30,1,1,5,1
2,4,1140.1665414549288,39,0,16,2,0
1,1,671.3494397707631,54,0,17,4,1
1,3,1920.5547638044784,61,0,9,2,0
2,4,1746.752835747557,51,0,18,1,0
3,2,1831.3631807550064,36,1,11,4,1
0,4,1003.1620258695824,20,0,11,4,0
4,1,653.3350178801812,48,0,3,4,1
1,4,890.6280758950729,49,1,15,3,1
3,0,1373.8269690220943,39,0,2,1,0
1,0,572.2079289959731,23,1,16,3,0
1,2,790.23715008648,42,1,1,5,1
2,4,2391.0393025812064,57,1,14,4,1
1,0,1021.5803374623454,21,1,1,2,0
1,3,1710.549395133438,21,0,15,1,0
1,1,2632.82123306956,66,1,12,5,1
0,1,1376.967017436559,25,0,18,3,0
1,3,1671.9200868266764,34,1,17,4,1
2,3,217.0732988321359,22,0,5,2,0
2,0,561.546763651409,43,0,1,3,0
2,0,863.490587491483,27,0,16,1,0
3,3,1172.3615503228198,49,1,11,2,1
2,0,2657.165667665517,19,1,17,5,1
1,0,683.6669321720284,66,0,7,5,1
2,1,796.5505530283882,67,1,14,3,1
4,0,989.822466660985,21,0,18,3,0
3,2,1113.5433195156838,42,0,13,3,0
4,2,1831.8205285255417,49,1,12,4,1
3,0,2825.011934810906,34,0,4,5,1
4,1,2095.5643513806194,33,0,5,5,1
4,0,2891.017288307805,68,0,1,5,1
2,4,710.9037013414348,44,0,4,2,0
1,1,1270.9538656178725,33,0,15,4,1
3,4,1729.40289906743,35,1,5,5,1
1,2,2362.88382148396,30,0,18,2,0
1,3,109.73417051709204,35,0,4,3,0
0,4,1738.2745818548285,61,1,10,4,1
1,4,2342.1926965491607,49,1,7,1,1
0,3,715.2355379716959,39,0,12,2,0
0,4,2280.036944643778,38,1,9,4,1
2,1,1787.3388978510225,53,0,8,5,1
1,1,207.6917455632884,66,1,7,1,1
3,2,588.0872098745449,44,0,4,2,0
0,0,1997.3005212603985,52,0,12,5,1
1,2,645.9598734079433,49,1,6,4,1
4,0,2102.0862409374217,26,0,17,2,0
1,4,2213.0063826814157,45,1,16,3,1
2,1,1012.4464616184126,46,0,8,5,1
4,2,1329.8506934571728,55,0,3,4,1
4,2,1577.5458031292017,48,1,6,2,1
1,1,1391.8003599292967,26,0,18,5,0
2,2,1986.6304711659857,54,0,11,3,0
3,0,375.4720109484783,36,0,11,3,0
1,2,1947.3816095746488,31,1,6,1,1
2,0,1740.4649618362084,43,1,19,4,1
2,2,313.16425150705254,28,0,19,3,0
3,4,1005.020700468921,41,0,4,2,0
3,4,1171.5407281933012,28,1,13,4,1
2,0,1874.1583229208131,51,1,7,1,1
2,4,1349.1532558097686,26,1,15,4,1
2,0,2141.22168328299,58,0,7,2,0
2,0,2618.600470990814,53,1,12,1,1
1,2,865.5383795875128,63,1,12,1,1
0,3,1603.6640202232395,20,1,8,1,0
0,2,1031.3288548851542,68,1,2,5,1
4,1,1747.584472708966,61,1,3,5,1
1,3,2516.365356177968,24,0,5,2,0
0,0,2774.1460659014783,25,1,14,4,1
4,4,486.401583051718,49,1,12,5,1
0,4,891.8031277035132,56,1,4,3,1
0,0,645.9076279635004,21,1,6,4,1
0,2,2488.090594575833,32,1,5,4,1
2,2,2610.4864905116265,50,1,15,1,1
1,4,1752.2361713441762,39,1,18,2,1
2,4,1480.9116991717765,21,1,18,4,1
0,1,969.1369524982292,55,0,8,3,0
4,2,261.7696017524655,44,0,16,4,1
1,1,2528.6268144938504,53,0,14,2,0
4,4,2801.64969308477,54,1,15,4,1
1,1,204.1185495279849,24,0,5,5,0
0,2,877.2483398684517,67,1,8,4,1
2,3,648.0626195369454,21,1,3,2,0
2,3,663.4647577081306,26,1,9,4,1
3,0,1772.613997845065,24,1,10,1,0
3,3,2860.6077295972686,58,0,19,4,1
2,2,1519.100815622424,37,0,17,1,0
1,3,1048.6761108965543,61,0,11,2,0
2,2,2887.6055642342344,36,1,18,5,1
2,3,1917.042933618142,32,0,10,4,1
4,2,2318.654668785367,64,0,7,3,0
2,4,2936.696199055407,47,0,4,2,0
1,4,736.902131923749,59,1,11,5,1
1,1,944.6659432205146,40,1,18,4,1
3,4,2336.556667909919,48,0,3,1,0
2,1,2114.910535325599,60,1,19,3,1
1,3,1691.290888970174,28,1,11,1,0
3,4,411.1391016771807,64,1,1,5,1
0,1,442.3308237119404,26,1,6,5,1
0,0,1647.6086905659297,40,0,1,5,1
1,4,972.9139267398596,59,0,4,1,0
1,1,666.0715577935243,29,0,10,2,0
3,3,1035.9943363646528,62,1,8,3,1
0,3,344.9649849722847,28,1,12,4,1
3,1,2417.212305266638,66,1,5,5,1
3,4,1381.5062070180388,41,1,1,3,1
0,0,2925.777378931509,48,1,15,3,1
2,0,2858.130248510729,63,0,13,1,0
2,2,180.10628716873288,69,1,5,1,1
4,1,2253.979997461253,42,1,12,3,1
4,0,2523.360243124952,53,1,9,1,1
3,2,799.0148969731713,20,1,2,4,1
4,2,2018.3144379838452,63,0,3,4,1
4,1,1229.7907473276964,65,0,15,1,0
3,4,1559.8508481189003,21,1,15,2,0
2,3,1957.9718483170225,21,0,3,4,0
4,4,2731.299616927221,30,0,17,3,0
2,4,2134.5932735951524,46,0,13,1,0
0,4,1778.6960790285511,53,1,8,2,1
1,2,793.2696737706272,61,0,3,3,0
1,2,1500.7897610394075,58,0,4,2,0
1,2,761.1346553594321,19,0,14,5,0
0,3,439.7876268079485,38,1,7,3,1
4,3,558.1995471670232,38,0,17,5,1
2,0,260.3050360770041,62,1,19,1,1
0,1,469.1382189764761,55,0,15,1,0
1,1,1126.7923759849166,29,1,15,3,0
0,4,531.9496450194013,19,1,4,2,0
1,2,799.9108873593781,54,0,19,1,0
0,4,2164.128329463572,36,1,16,5,1
2,1,700.7409656539073,27,1,7,2,0
2,4,1086.0163875927751,67,0,1,3,0
2,4,1842.3552855938287,42,1,3,1,1
3,3,585.3072395278962,59,1,9,2,1
1,1,479.3742293792301,45,1,1,2,1
3,2,312.7998902447123,50,0,3,5,1
4,3,475.7757542965808,30,1,16,5,1
2,4,1439.725969829566,49,1,17,5,1
4,0,1172.3024106250866,32,0,19,4,1
2,0,2183.003900430818,26,0,15,4,0
0,2,2891.2771432824848,42,0,15,4,1
0,3,2101.637742697735,18,0,5,2,0
3,1,749.4482377626924,65,0,10,5,1
4,1,1302.5533300371471,51,0,11,2,0
2,2,1028.4849251944406,42,1,16,1,1
0,3,270.1259601871917,27,0,15,5,0
3,3,1723.6264171573162,20,0,16,5,0
3,2,2432.046490069475,39,0,4,2,0
1,3,1192.17032759815,44,0,6,3,0
2,1,1395.1868170440405,55,1,15,1,1
1,3,1850.0094690168075,33,0,2,1,0
3,3,1014.2476094699086,28,1,6,2,0
0,0,2988.625371404107,24,0,16,3,0
0,3,244.4695870153873,62,0,2,5,1
1,0,2571.6827544056378,54,0,15,4,1
2,1,2145.8722928584443,58,0,10,5,1
2,4,727.2434721145335,23,1,2,4,1
2,0,2982.528116640553,51,1,7,2,1
0,1,616.8278820296842,51,0,9,2,0
1,1,1123.57897635914,60,1,4,5,1
1,4,700.0442841061111,31,1,10,2,1
1,4,1523.7148194020456,21,0,11,2,0
3,0,2660.7688151548014,43,0,12,3,0
3,1,840.013416252405,58,0,2,3,0
3,1,400.019636660222,48,0,4,3,0
3,3,2371.049858568546,63,0,6,1,0
2,1,2197.489141767491,31,1,9,3,1
1,0,352.9050713950371,64,1,18,4,1
3,2,980.0599987355268,23,0,3,5,0
2,3,1194.8745664895005,67,0,8,4,1
2,3,2758.238083467822,47,1,15,5,1
1,0,1916.0853419088585,60,0,12,3,0
3,1,1857.1330230041328,18,0,13,5,0
0,2,2104.7938958311115,39,1,9,3,1
3,0,1152.0178724027326,43,0,10,1,0
2,1,2705.1943126868923,22,0,5,2,0
3,3,1949.187371627896,39,1,5,1,1
4,0,104.97846775202332,64,1,9,1,1
1,4,1201.6258001071076,58,1,7,3,1
0,0,297.7509801009131,42,1,4,4,1
4,2,775.2342360845122,58,1,13,4,1
4,0,2136.3985634527103,30,1,13,3,0
1,3,1105.9752770586667,56,0,4,5,1
4,4,2821.407125830572,64,1,15,4,1
3,0,2220.520203532763,60,0,15,1,0
0,3,2779.458152729652,52,1,2,3,1
3,3,2171.408791525884,67,0,13,4,1
2,0,2941.712819075051,22,0,5,2,0
0,1,354.6452647584423,46,1,7,1,1
2,3,882.2786691738045,58,0,6,1,0
0,2,525.7040230808667,59,0,19,4,1
3,1,2699.296470170255,33,1,2,2,1
0,2,1426.689737385277,33,0,13,2,0
4,1,991.0274645124832,57,1,15,1,1
3,4,2335.639793607093,21,1,16,4,1
2,1,2706.3807756966626,65,0,10,3,0
0,0,229.1745100858331,27,0,5,5,0
1,1,2159.107762561048,55,1,8,2,1
1,3,399.0589615481567,47,0,17,2,0
1,4,1339.7227518092402,40,0,12,1,0
4,1,1995.423636119084,23,0,6,1,0
3,1,1180.8006480275117,68,0,17,3,0
0,4,2344.019163710064,54,1,1,1,1
0,3,1352.7083647481825,29,0,14,4,0
2,1,1134.0898211145773,27,0,14,1,0
0,2,982.816287549614,61,1,15,4,1
0,2,2616.148906898475,25,1,11,2,0
2,1,2176.2287679955525,50,0,6,4,1
1,0,926.0793142309132,40,1,13,1,1
4,2,232.52884120075908,29,0,16,5,0
2,1,144.43658138852743,47,1,13,3,1
2,4,2471.897576129314,54,0,19,3,0
3,2,2265.529186877098,27,1,15,2,0
1,1,2259.8959216834,27,0,18,5,0
4,3,2673.623930242042,47,1,11,5,1
1,1,1687.0869150750189,55,0,10,1,0
1,3,1180.878585137857,64,1,11,4,1
1,4,2989.0343794853443,31,1,14,5,1
3,3,2050.4971676658224,24,1,6,3,0
0,0,2070.174655841138,29,0,6,2,0
1,0,2015.6628597453785,31,1,1,5,1
1,2,1400.417898312766,36,1,11,2,1
3,1,2087.101578722425,44,1,15,1,1
2,0,2012.8943811564905,66,0,10,1,0
3,2,2575.744781558254,52,1,6,1,1
0,4,396.5587352686096,48,0,10,1,0
2,3,2298.9288739646454,31,0,12,1,0
0,0,812.0746527899181,27,1,15,5,1
0,2,730.231487519202,50,0,19,2,0
1,3,145.73758254651156,62,1,5,2,1
1,4,658.057983320026,69,1,6,1,1
4,0,599.4276295024474,61,1,15,1,1
1,0,727.6887373733746,19,0,17,3,0
0,3,1535.619722451454,27,0,13,5,0
3,4,284.4711440220615,37,1,5,2,1
3,3,2845.5019907132287,59,1,11,3,1
1,2,361.82909930435767,38,0,3,1,0
0,3,1919.404554400386,48,0,4,2,0
1,3,1772.8264821646285,65,1,1,2,1
0,4,1603.4195905519775,23,1,15,2,0
3,0,2492.8441934559296,47,1,14,4,1
1,4,1075.234306911265,63,1,19,5,1
4,2,817.1219632354207,68,0,6,2,0
